ID,Hero,Skill Tier,KDA Ratio,"Pick Rate, %",Eliminations / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Magnetic Grenade Attaches,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Objective Contest Time / 10min,Recon Assists / 10min,Transcendence Healing / 10min,Knockbacks / 10min,Sound Barriers / 10min,Direct Hits,Enemies Trapped / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,"Average Energy, %",Deaths Prevented / 10min,Amp Matrix Assists / 10min,"Airtime, %",Overhealth / 10min,Inspire Uptime,Enemies Frozen / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,Average Damage Multiplier,Players Teleported / 10min,"Wound Uptime, %",Role,Life Grip Saves / 10min,Total Kills,"Average Accuracy, %",Win Rate Classification
922,Orisa,Gold,3.75,1.81,17.49,98,7276,,7.1,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.74,29.0,Low
63,Ramattra,Platinum,3.99,2.39,20.03,124,9929,,6.54,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,Tank,,33.230000000000004,44.5,High
574,Kiriko,Silver,4.39,3.07,7.36,66,2002,7962.0,6.82,,,,,,,,,,,3.22,19.49,,,,,,,,,,,,,,,,,,,,,,,,,Support,,10.85,21.5,Low
197,Mercy,Platinum,4.29,6.87,2.3,50,491,8741.0,6.37,,,,625.97,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,3.0700000000000003,,Low
975,Kiriko,Grandmaster,4.53,14.41,9.07,61,2855,8460.0,5.83,,,,,,,,,,,7.33,18.52,,,,,,,,,,,,,,,,,,,,,,,,,Support,,12.370000000000001,22.5,Low
389,Ashe,Master,2.68,5.05,17.66,44,9438,,7.65,,,,,,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.45,42.0,High
35,Tracer,Platinum,2.45,1.54,17.62,62,6556,,8.44,,,,,,8.1,,,,,,,,,,,,,,,,907.72,4.95,1.53,,,,,,,,,,,,,Damage,,10.24,21.0,Low
1149,Torbjorn,Diamond,3.12,1.94,18.55,49,9812,,7.15,,,,,,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,22.189999999999998,19.0,High
286,Widowmaker,Platinum,2.68,3.97,15.04,15,5456,,7.53,,,,,,10.01,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,Damage,,9.02,44.0,Low
1023,Torbjorn,Master,3.37,1.59,19.44,43,8799,,6.78,,,,,,9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,27.24,16.5,High
1075,Pharah,Platinum,2.95,2.09,21.55,35,9338,,9.31,,,,,,13.45,,,,,,,,,,,,,,15.0,,,,,,,,64.12,,,,,,,,,Damage,,16.18,48.0,Low
667,Ana,Gold,4.22,7.38,9.13,63,2604,8101.0,6.54,5.25,435.13,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.760000000000002,53.0,Low
1118,Reinhardt,Diamond,3.14,7.56,17.22,117,8917,,6.75,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.57,,High
497,Tracer,Master,2.81,3.11,18.8,55,6529,,8.34,,,,,,9.14,,,,,,,,,,,,,,,,809.95,4.88,1.57,,,,,,,,,,,,,Damage,,11.18,20.5,Low
962,Reaper,Gold,2.46,2.75,18.73,75,8187,,8.71,,,,,,10.07,,,,,,,,,,,,,,,,1531.72,,,,,,,,,,,,,,,Damage,,13.69,20.0,Low
232,Soldier: 76,Gold,3.07,3.01,19.91,53,8355,1424.0,8.38,,,,,,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,21.18,31.666666666666668,Low
991,Hanzo,Grandmaster,2.98,7.61,16.23,43,7454,,7.68,,,,,,10.52,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,Damage,,16.59,20.5,Low
470,D.Va,Silver,6.02,2.13,19.91,137,8486,,5.77,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.44,26.0,Low
549,Sojourn,Master,3.03,2.28,18.85,51,8603,,7.86,,,,,,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,25.4,31.0,Low
31,Sojourn,Master,2.91,3.72,18.94,52,8797,,7.94,,,,,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,25.869999999999997,31.333333333333332,Low
1211,Soldier: 76,Diamond,3.43,4.76,20.43,53,9634,1336.0,8.16,,,,,,10.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,22.5,34.0,Low
265,Hanzo,Master,3.03,7.38,17.08,46,7651,,7.77,,,,,,11.06,,,,,,,,,,4.04,,,,,,,,,,,,,,,,,,,,,Damage,,17.61,21.0,Low
1155,Zenyatta,Bronze,5.01,1.58,13.53,66,4780,5970.0,7.2,,,,1384.02,,,,,,,,,,,,,1127.59,,,,,,,,,,,,,,,,,,,,Support,,10.82,23.5,Low
967,Zenyatta,Gold,4.66,1.54,12.84,66,4859,6422.0,7.57,,,,1445.89,,,,,,,,,,,,,1290.71,,,,,,,,,,,,,,,,,,,,Support,,10.78,25.0,Low
1053,Mercy,Silver,3.97,6.54,2.2,51,472,8506.0,6.58,,,,584.73,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.96,,Low
1101,Ana,Silver,4.33,5.77,9.19,53,2505,6829.0,6.52,5.04,295.17,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,7.76,53.0,Low
1002,Bastion,Gold,3.08,1.37,19.44,52,8954,,8.24,,,,,,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,36.81999999999999,23.0,Low
1214,Mercy,Grandmaster,4.24,9.9,2.34,48,499,8678.0,6.34,,,,662.17,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,3.1,,High
380,Sombra,Platinum,4.58,0.84,16.02,41,5090,,6.61,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,30.23,2.48,,,,Damage,,11.530000000000001,33.0,Low
1196,Ramattra,Silver,3.47,1.28,18.5,131,9122,,6.79,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,Tank,,30.939999999999998,39.0,High
674,Doomfist,Platinum,3.37,1.86,17.29,67,6703,,9.0,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,2150.22,,,,,,,,Tank,,26.270000000000003,27.0,Low
1165,Reaper,Bronze,2.16,1.78,16.89,73,6774,,9.06,,,,,,8.69,,,,,,,,,,,,,,,,1338.73,,,,,,,,,,,,,,,Damage,,12.229999999999999,17.5,Low
805,Cassidy,Master,2.45,15.45,18.68,52,9277,,7.94,,,,,,11.53,61.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,15.72,26.0,High
444,Moira,Silver,5.77,3.92,17.33,88,5231,8762.0,6.43,,,,,,,,,,,,,44.0,67.0,,,,,,,,,,,,,,,,,,,,,,,Support,,20.580000000000002,48.0,Low
1017,Genji,Master,2.77,6.17,18.8,55,7118,,8.28,,,,,,10.42,,16.62,1592.73,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,11.600000000000001,28.0,Low
182,Kiriko,Grandmaster,4.71,2.82,7.76,55,2122,8189.0,6.79,,,,,,,,,,,3.26,20.2,,,,,,,,,,,,,,,,,,,,,,,,,Support,,10.969999999999999,21.0,High
306,D.Va,Diamond,6.95,2.41,21.21,130,8795,,5.36,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.77,27.0,Low
854,Orisa,Bronze,3.46,3.05,16.52,132,9221,,7.07,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,Tank,,16.91,31.0,Low
305,Mercy,Silver,3.02,4.29,1.85,57,275,8315.0,7.66,,,,725.76,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.89,,Low
769,Tracer,Gold,2.44,0.97,17.68,61,7110,,8.56,,,,,,8.33,,,,,,,,,,,,,,,,890.89,4.98,1.8,,,,,,,,,,,,,Damage,,11.530000000000001,21.0,Low
505,Moira,Platinum,6.5,5.35,18.17,87,5422,9660.0,6.03,,,,,,,,,,,,,46.0,63.0,,,,,,,,,,,,,,,,,,,,,,,Support,,21.12,49.0,Low
702,Tracer,Platinum,2.75,2.5,18.24,57,6350,,8.34,,,,,,8.69,,,,,,,,,,,,,,,,795.09,4.81,1.52,,,,,,,,,,,,,Damage,,11.02,20.0,Low
711,Sigma,Silver,4.61,1.31,17.41,133,9130,,5.35,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,1334.18,,,,,,,,Tank,,15.78,48.0,Low
960,Bastion,Diamond,3.09,2.79,19.96,64,10766,,7.86,,,,,,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,38.019999999999996,28.0,Low
1240,Genji,Platinum,2.58,5.53,18.88,68,7489,,8.29,,,,,,10.16,,15.66,1875.16,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,11.37,26.0,High
863,Reaper,Bronze,2.93,2.24,19.1,63,7070,,8.38,,,,,,10.87,,,,,,,,,,,,,,,,1141.79,,,,,,,,,,,,,,,Damage,,13.87,17.5,Low
1116,Torbjorn,Platinum,3.22,1.42,18.14,48,9552,,6.77,,,,,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,20.810000000000002,17.0,High
1218,Doomfist,Master,3.46,2.14,17.89,62,6837,,9.05,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,2117.35,,,,,,,,Tank,,26.839999999999996,27.0,High
3,Brigitte,Silver,3.65,0.53,11.01,87,3337,7254.0,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.23,28.0,,,,,,,Support,,4.86,,Low
609,Brigitte,Grandmaster,4.93,5.39,10.82,84,3588,8791.0,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.3,32.0,,,,,,,Support,,4.33,,High
604,Moira,Platinum,6.23,4.86,18.1,86,5427,9395.0,6.09,,,,,,,,,,,,,46.0,65.0,,,,,,,,,,,,,,,,,,,,,,,Support,,21.19,50.0,Low
582,Orisa,Diamond,3.92,2.75,18.52,121,9694,,6.92,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.98,33.0,Low
195,Roadhog,Diamond,4.05,5.57,19.11,115,8903,,6.41,,,,,,,,,,,,,,,71.0,,,,,,,5005.31,,,,,,,,,,,,,,,Tank,,21.57,41.105000000000004,Low
883,Zenyatta,Bronze,5.0,1.36,12.71,65,4661,6070.0,7.42,,,,1351.18,,,,,,,,,,,,,1187.4,,,,,,,,,,,,,,,,,,,,Support,,10.54,23.5,Low
1088,Moira,Grandmaster,6.77,4.72,18.48,95,4901,8925.0,6.42,,,,,,,,,,,,,45.0,67.0,,,,,,,,,,,,,,,,,,,,,,,Support,,21.069999999999997,46.0,Low
628,Pharah,Silver,3.22,2.02,18.54,37,7766,,8.22,,,,,,10.79,,,,,,,,,,,,,,17.0,,,,,,,,62.77,,,,,,,,,Damage,,13.8,44.0,Low
803,Ana,Platinum,4.31,9.68,9.41,63,2626,8186.0,5.97,5.05,428.96,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.719999999999999,56.0,Low
944,Baptiste,Gold,4.38,2.13,10.52,63,3434,8493.0,6.51,,,,489.48,,,,,,,,,,,,,,,,,,,,,,2.29,1.61,,,,,,,,,,Support,,4.68,33.593333333333334,Low
1019,Symmetra,Gold,3.66,1.2,19.31,66,8336,,7.88,,,,,,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,15.28,,Damage,,19.87,36.5,High
716,Winston,Diamond,4.02,2.13,20.11,105,8112,,6.91,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.11,56.0,Low
616,Kiriko,Bronze,4.78,8.04,7.95,67,2369,8544.0,6.12,,,,,,,,,,,4.3,17.01,,,,,,,,,,,,,,,,,,,,,,,,,Support,,11.61,22.0,Low
1179,Reaper,Silver,2.2,2.1,17.22,71,6821,,8.86,,,,,,9.29,,,,,,,,,,,,,,,,1329.79,,,,,,,,,,,,,,,Damage,,12.44,18.0,Low
215,Baptiste,Gold,4.35,1.77,10.86,61,3552,7723.0,6.74,,,,492.57,,,,,,,,,,,,,,,,,,,,,,2.65,1.66,,,,,,,,,,Support,,4.8,32.72666666666667,Low
500,Junker Queen,Silver,5.06,0.53,18.9,116,8174,,6.57,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,17.0,Tank,,17.98,32.5,High
87,Symmetra,Diamond,3.4,1.45,18.94,64,8554,,7.91,,,,,,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,21.63,,Damage,,18.16,38.5,Low
1022,Roadhog,Bronze,3.48,1.33,16.62,114,7458,,7.01,,,,,,,,,,,,,,,78.0,,,,,,,5362.98,,,,,,,,,,,,,,,Tank,,19.53,39.265,Low
360,Wrecking Ball,Diamond,4.07,1.33,16.12,122,7800,,6.39,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.25,23.0,Low
778,Mercy,Diamond,4.36,8.09,2.32,49,497,8755.0,6.31,,,,648.99,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,3.08,,Low
1257,Roadhog,Platinum,3.76,0.66,17.14,114,7998,,6.84,,,,,,,,,,,,,,,67.0,,,,,,,5152.19,,,,,,,,,,,,,,,Tank,,19.2,40.36,Low
442,Baptiste,Master,4.72,4.66,11.49,54,3932,9511.0,6.15,,,,598.28,,,,,,,,,,,,,,,,,,,,,,2.53,1.85,,,,,,,,,,Support,,4.65,36.336666666666666,Low
231,Hanzo,Master,3.21,2.32,18.73,66,7559,,8.57,,,,,,12.17,,,,,,,,,,4.14,,,,,,,,,,,,,,,,,,,,,Damage,,22.25,23.5,Low
795,Lifeweaver,Silver,3.6,1.04,3.91,53,849,8689.0,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,1.22,5.81,16.5,Low
959,Ashe,Grandmaster,2.69,4.95,17.76,41,9893,,7.76,,,,,,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,16.8,43.0,High
790,Reinhardt,Master,3.1,2.55,16.54,120,8383,,6.99,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.5,,High
957,Orisa,Silver,3.75,3.14,17.36,130,9576,,6.91,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,Tank,,18.11,31.0,Low
1213,Junker Queen,Platinum,5.31,0.69,19.72,111,8675,,6.49,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,18.0,Tank,,18.46,33.5,High
245,Orisa,Gold,3.19,2.61,16.32,130,8037,,7.25,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,Tank,,15.8,29.0,Low
985,Echo,Grandmaster,2.36,0.7,17.9,56,8137,,8.3,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,26.42,27.71666666666667,High
343,Tracer,Grandmaster,2.48,2.57,17.71,61,6475,,8.08,,,,,,7.17,,,,,,,,,,,,,,,,907.01,4.69,1.5,,,,,,,,,,,,,Damage,,9.719999999999999,21.0,High
387,Sojourn,Silver,2.97,0.67,17.71,58,7740,,8.07,,,,,,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,23.400000000000002,28.666666666666668,Low
842,Tracer,Gold,2.55,1.55,17.6,62,6488,,8.15,,,,,,8.08,,,,,,,,,,,,,,,,894.42,4.94,1.52,,,,,,,,,,,,,Damage,,10.3,20.0,Low
921,Symmetra,Master,3.33,1.33,18.3,61,8333,,7.85,,,,,,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,26.29,,Damage,,17.259999999999998,39.0,High
812,Lifeweaver,Gold,3.72,1.19,3.79,54,815,9006.0,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,1.33,5.609999999999999,16.5,Low
454,Junkrat,Platinum,2.5,2.71,17.48,51,8648,,8.62,,,,,,10.96,,,,,,,,,,,,,,18.0,5.21,,,,,,,,,,,,,,,,Damage,,16.29,25.0,Low
1258,Tracer,Grandmaster,2.64,11.98,18.28,53,7071,,7.71,,,,,,8.63,,,,,,,,,,,,,,,,919.51,4.84,1.63,,,,,,,,,,,,,Damage,,9.370000000000001,21.5,High
799,Bastion,Master,3.06,3.84,19.73,61,10761,,7.87,,,,,,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,37.489999999999995,28.0,High
1256,Tracer,Platinum,2.53,2.47,17.84,60,6589,,8.2,,,,,,8.24,,,,,,,,,,,,,,,,909.6,5.0,1.53,,,,,,,,,,,,,Damage,,10.0,21.0,Low
815,Genji,Platinum,2.45,3.12,18.47,66,7449,,8.56,,,,,,10.08,,16.06,1884.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.969999999999999,29.0,Low
12,Ashe,Bronze,2.16,0.91,13.71,48,6481,,8.53,,,,,,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.04,37.0,Low
452,Junker Queen,Gold,4.76,0.59,19.33,128,8828,,6.62,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,19.0,Tank,,19.36,35.0,Low
440,Soldier: 76,Platinum,2.83,5.58,19.23,55,8764,1512.0,8.91,,,,,,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,21.14,32.333333333333336,High
636,Mercy,Platinum,3.79,4.73,1.82,53,356,8913.0,6.73,,,,900.21,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.7,,Low
345,Kiriko,Gold,5.04,2.26,8.72,68,2533,7810.0,5.83,,,,,,,,,,,4.29,17.9,,,,,,,,,,,,,,,,,,,,,,,,,Support,,12.45,21.5,Low
973,Zenyatta,Bronze,4.7,2.54,11.57,68,4053,5733.0,7.95,,,,1236.75,,,,,,,,,,,,,1047.98,,,,,,,,,,,,,,,,,,,,Support,,9.84,21.0,Low
240,Winston,Gold,4.0,1.55,19.13,91,6505,,7.75,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,Tank,,14.85,50.5,Low
256,Cassidy,Diamond,2.15,3.58,17.13,51,7841,,8.98,,,,,,10.64,51.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,16.55,24.5,High
222,Echo,Bronze,2.56,0.66,16.88,66,7427,,8.14,,,,,,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,26.26,27.146666666666665,Low
205,Lucio,Diamond,4.09,2.49,13.06,95,3682,6659.0,7.41,,,,,,,,,,,,,,,,,,31.43,9.5,,,,,,,,,,,,,,,,,,Support,,5.55,17.5,Low
53,Echo,Gold,2.61,0.62,17.62,62,7874,,8.28,,,,,,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,27.479999999999997,28.80666666666667,Low
871,Tracer,Silver,2.97,0.91,17.04,61,6824,,8.34,,,,,,7.96,,,,,,,,,,,,,,,,872.7,4.73,1.8,,,,,,,,,,,,,Damage,,11.120000000000001,20.5,Low
401,Orisa,Bronze,3.42,1.52,16.33,129,8518,,7.38,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.32,30.0,Low
448,Reinhardt,Diamond,2.88,4.41,16.45,112,8529,,7.1,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.189999999999998,,High
780,Tracer,Silver,2.53,1.1,17.21,65,6294,,8.1,,,,,,7.92,,,,,,,,,,,,,,,,882.52,4.87,1.52,,,,,,,,,,,,,Damage,,10.36,19.5,Low
324,Lucio,Diamond,3.81,5.73,12.44,108,3579,8163.0,7.74,,,,,,,,,,,,,,,,,,26.46,9.85,,,,,,,,,,,,,,,,,,Support,,6.1,17.0,Low
965,Soldier: 76,Diamond,2.92,5.37,19.51,48,9280,1296.0,8.03,,,,,,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,20.669999999999998,33.0,Low
745,Reaper,Grandmaster,2.74,1.84,19.09,69,8216,,7.91,,,,,,10.22,,,,,,,,,,,,,,,,1579.44,,,,,,,,,,,,,,,Damage,,12.44,19.0,Low
248,Kiriko,Diamond,5.36,2.69,9.26,65,2693,8032.0,5.63,,,,,,,,,,,4.58,19.0,,,,,,,,,,,,,,,,,,,,,,,,,Support,,13.04,22.5,Low
1187,Symmetra,Master,3.09,1.99,19.93,51,8634,,8.47,,,,,,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,19.42,,Damage,,20.369999999999997,39.5,High
1016,Torbjorn,Silver,3.3,1.44,19.09,45,8551,,6.8,,,,,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,26.71,15.5,High
165,Ashe,Silver,2.54,1.6,15.81,48,8276,,7.77,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.97,40.0,Low
430,Junkrat,Silver,2.35,2.19,16.72,56,8352,,8.96,,,,,,10.6,,,,,,,,,,,,,,18.0,5.3,,,,,,,,,,,,,,,,Damage,,15.3,25.0,Low
692,Ramattra,Platinum,4.53,0.85,19.93,112,9358,,6.47,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,Tank,,31.8,42.5,High
766,Roadhog,Gold,3.77,2.63,17.55,86,6680,,6.77,,,,,,,,,,,,,,,75.0,,,,,,,4339.86,,,,,,,,,,,,,,,Tank,,18.93,37.455,Low
942,Moira,Master,5.52,5.05,16.57,89,5187,9213.0,6.61,,,,,,,,,,,,,44.0,65.0,,,,,,,,,,,,,,,,,,,,,,,Support,,19.27,49.0,Low
128,Ana,Bronze,3.93,3.74,8.66,60,2586,7135.0,6.38,4.7,382.51,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.07,52.0,Low
1197,Pharah,Gold,2.53,2.05,19.64,37,8807,,9.39,,,,,,11.76,,,,,,,,,,,,,,15.0,,,,,,,,61.92,,,,,,,,,Damage,,14.46,47.0,Low
643,Tracer,Platinum,2.55,1.36,17.69,68,6206,,8.31,,,,,,7.22,,,,,,,,,,,,,,,,892.93,4.75,1.45,,,,,,,,,,,,,Damage,,11.04,20.0,High
841,Zenyatta,Master,5.66,3.91,14.71,53,5045,5693.0,7.05,,,,558.63,,,,,,,,,,,,,1226.7,,,,,,,,,,,,,,,,,,,,Support,,12.05,24.5,High
373,Ashe,Gold,2.45,2.01,16.47,50,8442,,7.81,,,,,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,18.790000000000003,41.0,Low
1238,Wrecking Ball,Diamond,3.62,0.41,15.88,153,7443,,7.12,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.490000000000002,22.0,Low
204,Echo,Gold,2.86,0.81,18.56,58,7922,,7.95,,,,,,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,27.410000000000004,29.47,High
986,Junkrat,Master,2.25,2.33,16.09,58,7919,,9.08,,,,,,10.03,,,,,,,,,,,,,,18.0,5.68,,,,,,,,,,,,,,,,Damage,,14.610000000000001,25.0,Low
254,Symmetra,Bronze,3.4,0.81,17.72,69,7450,,7.97,,,,,,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,11.03,,Damage,,20.1,34.5,High
1237,Genji,Bronze,2.44,4.21,16.66,58,6317,,8.43,,,,,,8.84,,13.61,1511.64,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.46,27.0,Low
1138,Wrecking Ball,Platinum,5.01,1.39,16.42,103,6664,,6.68,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.35,18.5,High
572,Echo,Platinum,2.63,0.79,18.79,65,8306,,8.49,,,,,,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,29.410000000000004,29.939999999999998,Low
75,Brigitte,Grandmaster,4.72,2.1,13.97,80,3831,7336.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880.21,32.0,,,,,,,Support,,5.36,,High
92,Junker Queen,Bronze,4.1,0.49,16.77,130,7609,,7.03,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,17.0,Tank,,17.189999999999998,31.5,Low
449,Doomfist,Gold,3.26,0.69,17.31,97,7620,,8.05,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,2712.22,,,,,,,,Tank,,27.089999999999996,28.0,Low
866,Roadhog,Diamond,3.98,3.37,18.53,81,7054,,6.66,,,,,,,,,,,,,,,71.0,,,,,,,4358.86,,,,,,,,,,,,,,,Tank,,19.89,38.21,Low
402,Doomfist,Bronze,3.13,0.95,18.19,100,6567,,7.93,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,2247.68,,,,,,,,Tank,,27.68,20.0,High
1253,Sojourn,Diamond,2.67,6.32,17.59,55,8124,,8.47,,,,,,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,24.19,29.666666666666668,Low
950,Reaper,Master,2.71,2.22,19.38,69,8389,,8.06,,,,,,10.47,,,,,,,,,,,,,,,,1587.49,,,,,,,,,,,,,,,Damage,,12.659999999999998,20.0,Low
802,Cassidy,Silver,2.27,3.56,17.06,47,7075,,8.55,,,,,,10.3,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,13.190000000000001,23.0,Low
483,Kiriko,Bronze,4.39,3.4,7.32,60,2003,7882.0,7.08,,,,,,,,,,,3.2,18.52,,,,,,,,,,,,,,,,,,,,,,,,,Support,,10.66,20.5,Low
573,Widowmaker,Grandmaster,2.72,4.78,15.75,15,5651,,7.66,,,,,,10.63,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,,,,Damage,,9.219999999999999,44.0,Low
42,Winston,Silver,2.98,1.5,17.37,117,6987,,7.83,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,Tank,,15.22,49.5,Low
935,Mercy,Silver,3.21,4.3,2.07,54,422,8826.0,7.18,,,,753.59,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,3.0700000000000003,,Low
264,Junkrat,Bronze,2.25,2.52,16.2,60,8066,,9.35,,,,,,10.14,,,,,,,,,,,,,,18.0,5.16,,,,,,,,,,,,,,,,Damage,,15.479999999999999,25.0,Low
776,Ramattra,Diamond,4.03,3.29,20.09,119,10106,,6.54,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,Tank,,33.36,45.5,High
817,Genji,Silver,2.45,3.96,16.74,58,6357,,8.43,,,,,,8.88,,13.64,1514.17,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.49,27.0,Low
