person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26.0,female,Master,66738.0,4,MORTGAGE,2800.0,VENTURE,13.49,0.04,2.0,671,No,0
40.0,female,Bachelor,208554.0,15,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.1,13.0,706,Yes,0
25.0,male,High School,175014.0,2,MORTGAGE,12000.0,MEDICAL,5.79,0.07,2.0,586,No,0
22.0,male,Bachelor,73031.0,1,RENT,8000.0,DEBTCONSOLIDATION,13.49,0.11,3.0,566,Yes,0
27.0,male,Master,48771.0,5,RENT,10000.0,DEBTCONSOLIDATION,11.36,0.21,5.0,715,No,0
25.0,male,Associate,80851.0,6,MORTGAGE,5000.0,DEBTCONSOLIDATION,9.63,0.06,3.0,692,Yes,0
34.0,male,Associate,64413.0,11,RENT,3592.0,DEBTCONSOLIDATION,9.26,0.06,7.0,679,No,0
36.0,female,Bachelor,90820.0,13,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.75,0.11,12.0,696,Yes,0
29.0,male,Bachelor,89996.0,9,OWN,8725.0,MEDICAL,5.99,0.1,7.0,607,No,0
44.0,male,Associate,46867.0,21,MORTGAGE,6825.0,PERSONAL,8.9,0.15,12.0,710,Yes,0
29.0,male,Master,73149.0,7,MORTGAGE,4185.0,DEBTCONSOLIDATION,8.92,0.06,10.0,565,No,0
25.0,male,Master,46640.0,2,RENT,9000.0,MEDICAL,7.03,0.19,4.0,693,No,0
27.0,female,Master,54668.0,2,RENT,12800.0,PERSONAL,11.83,0.23,8.0,674,Yes,0
44.0,male,High School,97255.0,23,MORTGAGE,5500.0,DEBTCONSOLIDATION,13.92,0.06,13.0,688,Yes,0
29.0,male,Master,129398.0,4,MORTGAGE,25000.0,PERSONAL,10.99,0.19,5.0,638,Yes,0
25.0,female,Bachelor,52804.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.88,0.19,3.0,678,Yes,0
22.0,male,Bachelor,83435.0,0,MORTGAGE,20000.0,EDUCATION,6.91,0.24,3.0,628,Yes,0
34.0,male,Associate,76061.0,9,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.99,0.2,9.0,690,Yes,0
24.0,male,Associate,76088.0,4,RENT,10625.0,HOMEIMPROVEMENT,8.49,0.14,2.0,612,No,0
50.0,female,High School,144907.0,28,RENT,12000.0,MEDICAL,9.62,0.08,12.0,653,Yes,0
32.0,female,Master,45231.0,12,MORTGAGE,13000.0,DEBTCONSOLIDATION,10.12,0.29,7.0,549,Yes,0
28.0,female,Bachelor,47730.0,9,RENT,3000.0,EDUCATION,7.9,0.06,7.0,654,No,0
30.0,male,High School,48901.0,7,RENT,3000.0,MEDICAL,7.14,0.06,5.0,540,Yes,0
22.0,female,Master,72877.0,0,MORTGAGE,8000.0,EDUCATION,7.14,0.11,2.0,699,Yes,0
23.0,male,Bachelor,63735.0,0,RENT,14000.0,EDUCATION,6.91,0.22,3.0,599,Yes,0
25.0,male,High School,37727.0,6,MORTGAGE,3600.0,EDUCATION,12.42,0.1,4.0,662,Yes,0
29.0,male,High School,86948.0,4,MORTGAGE,6000.0,DEBTCONSOLIDATION,9.63,0.07,10.0,625,Yes,0
24.0,female,High School,56466.0,0,RENT,9000.0,MEDICAL,5.79,0.16,3.0,625,Yes,0
41.0,male,Associate,82826.0,19,RENT,15000.0,EDUCATION,13.47,0.18,12.0,715,Yes,0
43.0,male,Bachelor,66705.0,22,RENT,11750.0,DEBTCONSOLIDATION,10.99,0.18,16.0,692,Yes,0
33.0,male,Bachelor,67415.0,14,RENT,10839.0,VENTURE,9.44,0.16,8.0,696,Yes,0
26.0,male,Master,132859.0,4,MORTGAGE,16000.0,VENTURE,9.79,0.12,5.0,477,Yes,0
22.0,male,Associate,103459.0,0,MORTGAGE,20000.0,EDUCATION,13.49,0.19,2.0,643,No,0
38.0,male,Master,92062.0,15,MORTGAGE,9000.0,PERSONAL,5.99,0.1,12.0,727,No,0
22.0,female,Master,60616.0,0,OWN,6000.0,VENTURE,14.22,0.1,2.0,669,Yes,0
21.0,male,High School,43980.0,1,MORTGAGE,4000.0,DEBTCONSOLIDATION,5.99,0.09,4.0,528,Yes,0
32.0,male,Master,133102.0,6,MORTGAGE,23000.0,VENTURE,11.48,0.17,9.0,668,Yes,0
23.0,female,Master,111856.0,2,RENT,2500.0,VENTURE,10.74,0.02,3.0,681,Yes,0
23.0,female,Associate,39111.0,3,MORTGAGE,10000.0,EDUCATION,11.71,0.26,2.0,669,Yes,0
25.0,male,Master,43508.0,0,OWN,5000.0,PERSONAL,11.01,0.11,4.0,672,No,0
25.0,male,High School,96968.0,1,MORTGAGE,6000.0,MEDICAL,7.74,0.06,4.0,653,Yes,0
22.0,male,Bachelor,66151.0,0,MORTGAGE,15750.0,PERSONAL,6.62,0.24,4.0,662,Yes,0
22.0,male,Bachelor,44452.0,0,RENT,6000.0,EDUCATION,14.22,0.13,3.0,694,No,0
24.0,male,Associate,132412.0,4,MORTGAGE,3500.0,EDUCATION,10.75,0.03,3.0,661,Yes,0
24.0,male,Associate,240894.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,13.49,0.05,2.0,678,No,0
27.0,female,Bachelor,49054.0,2,RENT,6000.0,DEBTCONSOLIDATION,11.02,0.12,9.0,625,Yes,0
24.0,female,Associate,71867.0,2,MORTGAGE,3947.0,MEDICAL,7.42,0.05,3.0,543,Yes,0
30.0,male,Master,106537.0,6,MORTGAGE,13339.0,VENTURE,12.06,0.13,7.0,625,Yes,0
26.0,male,Master,41924.0,2,RENT,9600.0,MEDICAL,9.88,0.23,2.0,603,No,0
27.0,male,Associate,90660.0,0,MORTGAGE,8500.0,EDUCATION,17.16,0.09,5.0,557,Yes,0
23.0,female,High School,43154.0,1,MORTGAGE,22550.0,EDUCATION,15.96,0.52,3.0,460,Yes,0
23.0,male,Associate,180968.0,2,MORTGAGE,10000.0,VENTURE,7.14,0.06,4.0,626,Yes,0
31.0,male,Bachelor,21602.0,6,RENT,2112.0,PERSONAL,10.23,0.1,8.0,600,Yes,0
35.0,male,Associate,96201.0,11,MORTGAGE,9600.0,PERSONAL,14.61,0.1,5.0,614,Yes,0
30.0,male,High School,144653.0,5,MORTGAGE,21303.0,MEDICAL,12.88,0.15,7.0,624,Yes,0
22.0,female,Bachelor,50863.0,0,MORTGAGE,15000.0,EDUCATION,13.49,0.29,4.0,661,No,0
27.0,male,Bachelor,65990.0,3,RENT,12000.0,DEBTCONSOLIDATION,9.07,0.18,7.0,678,Yes,0
24.0,female,Master,121067.0,4,RENT,8400.0,MEDICAL,13.06,0.07,4.0,583,No,0
24.0,female,Master,58362.0,4,MORTGAGE,4200.0,MEDICAL,11.99,0.07,4.0,616,Yes,0
26.0,female,Associate,121083.0,1,MORTGAGE,2000.0,HOMEIMPROVEMENT,5.42,0.02,2.0,606,Yes,0
23.0,male,Associate,64305.0,2,RENT,4500.0,EDUCATION,6.76,0.07,4.0,661,Yes,0
25.0,male,High School,70905.0,2,MORTGAGE,3150.0,EDUCATION,6.17,0.04,4.0,636,Yes,0
25.0,female,Master,76204.0,5,RENT,9000.0,PERSONAL,11.01,0.12,3.0,622,Yes,0
27.0,male,High School,99647.0,8,MORTGAGE,10000.0,PERSONAL,7.51,0.1,9.0,629,Yes,0
27.0,male,Bachelor,246546.0,7,MORTGAGE,10764.0,EDUCATION,9.63,0.04,6.0,694,Yes,0
23.0,female,High School,97293.0,2,RENT,1358.0,EDUCATION,8.96,0.01,3.0,640,Yes,0
25.0,male,Associate,78979.0,2,OWN,8700.0,VENTURE,7.88,0.11,3.0,682,Yes,0
22.0,female,High School,79447.0,3,RENT,12500.0,EDUCATION,6.91,0.16,2.0,697,Yes,0
23.0,male,High School,121002.0,3,MORTGAGE,25000.0,VENTURE,11.71,0.21,4.0,535,Yes,0
30.0,male,Bachelor,59567.0,7,OWN,8500.0,PERSONAL,12.18,0.14,8.0,664,No,0
28.0,female,Master,56588.0,4,RENT,12000.0,MEDICAL,11.01,0.21,8.0,582,No,0
26.0,male,Master,64860.0,3,OWN,16000.0,PERSONAL,10.25,0.25,2.0,635,No,0
24.0,male,High School,28750.0,2,RENT,5000.0,EDUCATION,11.01,0.17,4.0,651,Yes,0
29.0,male,Master,108521.0,7,MORTGAGE,6000.0,EDUCATION,13.98,0.06,5.0,738,No,0
21.0,female,Associate,61736.0,0,RENT,7950.0,VENTURE,10.99,0.13,3.0,576,No,0
31.0,female,Master,36801.0,8,RENT,2200.0,MEDICAL,7.49,0.06,10.0,651,Yes,0
23.0,female,Master,43968.0,0,RENT,9000.0,DEBTCONSOLIDATION,11.11,0.2,4.0,687,Yes,0
25.0,male,Bachelor,120850.0,4,MORTGAGE,12000.0,EDUCATION,8.94,0.1,4.0,622,No,0
28.0,male,Bachelor,31375.0,0,RENT,7000.0,DEBTCONSOLIDATION,12.53,0.22,8.0,661,No,0
33.0,male,Bachelor,30849.0,12,MORTGAGE,1600.0,EDUCATION,11.36,0.05,7.0,653,Yes,0
22.0,female,Bachelor,51036.0,1,RENT,5000.0,MEDICAL,9.13,0.1,3.0,669,No,0
29.0,male,Master,65775.0,9,MORTGAGE,13000.0,VENTURE,10.28,0.2,7.0,591,Yes,0
37.0,male,High School,49169.0,16,RENT,2350.0,MEDICAL,7.88,0.05,12.0,544,Yes,0
21.0,male,Associate,19769.0,0,RENT,1600.0,DEBTCONSOLIDATION,12.69,0.08,3.0,646,Yes,0
30.0,male,High School,193093.0,9,MORTGAGE,7000.0,EDUCATION,13.98,0.04,5.0,581,Yes,0
22.0,male,Bachelor,79139.0,2,RENT,16000.0,PERSONAL,7.88,0.2,3.0,668,No,0
24.0,female,High School,63154.0,3,OWN,13000.0,EDUCATION,12.01,0.21,2.0,589,Yes,0
23.0,male,Master,180889.0,0,MORTGAGE,24000.0,DEBTCONSOLIDATION,9.76,0.13,4.0,545,Yes,0
23.0,male,Bachelor,157003.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,5.75,0.04,3.0,710,No,0
32.0,female,Bachelor,217072.0,6,MORTGAGE,12501.0,DEBTCONSOLIDATION,12.99,0.06,7.0,613,Yes,0
22.0,male,Bachelor,58108.0,2,MORTGAGE,20000.0,VENTURE,11.83,0.34,3.0,621,No,0
23.0,male,High School,57614.0,0,RENT,5000.0,DEBTCONSOLIDATION,10.25,0.09,2.0,682,Yes,0
28.0,female,Bachelor,170283.0,7,MORTGAGE,9000.0,HOMEIMPROVEMENT,7.14,0.05,8.0,656,Yes,0
27.0,male,Bachelor,25500.0,2,RENT,5500.0,MEDICAL,6.91,0.22,7.0,674,Yes,0
28.0,male,Bachelor,114969.0,10,MORTGAGE,5000.0,PERSONAL,7.88,0.04,7.0,610,Yes,0
34.0,male,Bachelor,58375.0,10,RENT,1500.0,MEDICAL,11.46,0.03,9.0,696,Yes,0
22.0,male,High School,29941.0,0,RENT,1923.0,EDUCATION,11.57,0.06,4.0,613,Yes,0
45.0,male,Bachelor,47061.0,22,RENT,1000.0,DEBTCONSOLIDATION,14.72,0.02,12.0,706,No,0
33.0,female,Associate,36917.0,11,OWN,5000.0,MEDICAL,7.51,0.14,9.0,668,Yes,0
33.0,male,Associate,78921.0,11,MORTGAGE,12000.0,PERSONAL,7.54,0.15,7.0,585,Yes,0
22.0,male,Associate,108838.0,0,MORTGAGE,16000.0,DEBTCONSOLIDATION,6.03,0.15,3.0,528,No,0
28.0,female,High School,139195.0,2,RENT,2934.0,HOMEIMPROVEMENT,8.85,0.02,6.0,655,No,0
26.0,male,Associate,42965.0,4,RENT,6600.0,MEDICAL,8.59,0.15,3.0,677,No,0
35.0,male,High School,91857.0,13,RENT,1000.0,PERSONAL,13.49,0.01,8.0,678,Yes,0
35.0,male,Master,92355.0,10,RENT,1000.0,VENTURE,13.49,0.01,8.0,571,Yes,0
23.0,female,Associate,100841.0,2,MORTGAGE,3500.0,VENTURE,12.61,0.03,2.0,618,Yes,0
24.0,female,Associate,115937.0,4,RENT,7000.0,DEBTCONSOLIDATION,9.91,0.06,2.0,645,No,0
34.0,female,Master,118676.0,13,OWN,16000.0,EDUCATION,10.99,0.13,5.0,660,Yes,0
29.0,female,Master,43891.0,9,RENT,10000.0,PERSONAL,11.01,0.23,6.0,687,Yes,0
25.0,female,Bachelor,104543.0,5,MORTGAGE,8000.0,EDUCATION,7.29,0.08,2.0,639,No,0
24.0,male,High School,102754.0,0,RENT,7200.0,EDUCATION,9.24,0.07,4.0,619,No,0
23.0,male,Bachelor,121095.0,0,MORTGAGE,20000.0,EDUCATION,7.49,0.17,3.0,645,Yes,0
27.0,female,High School,145138.0,5,RENT,7200.0,DEBTCONSOLIDATION,7.29,0.05,10.0,605,No,0
27.0,female,Associate,41635.0,3,RENT,2100.0,PERSONAL,12.15,0.05,9.0,682,No,0
24.0,male,Master,69553.0,1,MORTGAGE,5572.0,MEDICAL,10.15,0.08,3.0,715,No,0
23.0,male,Master,81891.0,2,RENT,5000.0,PERSONAL,11.86,0.06,4.0,663,No,0
27.0,male,Associate,35525.0,8,RENT,5000.0,EDUCATION,14.96,0.14,5.0,615,No,0
32.0,male,Associate,61260.0,10,MORTGAGE,9600.0,MEDICAL,6.76,0.16,10.0,664,Yes,0
24.0,female,High School,162955.0,2,MORTGAGE,5225.0,VENTURE,7.49,0.03,3.0,580,No,0
34.0,male,Master,110361.0,11,MORTGAGE,15000.0,VENTURE,11.01,0.14,10.0,717,No,0
25.0,male,Associate,259923.0,1,MORTGAGE,25000.0,HOMEIMPROVEMENT,16.07,0.1,2.0,686,No,0
21.0,male,Associate,31436.0,0,RENT,4000.0,PERSONAL,8.49,0.13,4.0,676,No,0
29.0,female,Master,141463.0,7,RENT,21000.0,PERSONAL,10.65,0.15,9.0,594,Yes,0
25.0,male,High School,36868.0,1,OWN,10000.0,VENTURE,11.01,0.27,2.0,589,Yes,0
21.0,male,Master,67757.0,0,RENT,6500.0,DEBTCONSOLIDATION,13.98,0.1,4.0,659,Yes,0
23.0,male,Bachelor,44493.0,2,RENT,1200.0,MEDICAL,10.37,0.03,3.0,669,Yes,0
34.0,female,Master,82492.0,11,MORTGAGE,2500.0,EDUCATION,9.92,0.03,10.0,642,Yes,0
21.0,female,Bachelor,28786.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,13.35,0.1,3.0,638,Yes,0
26.0,female,High School,27133.0,4,OWN,7504.0,MEDICAL,10.96,0.28,3.0,559,Yes,0
23.0,male,Bachelor,54936.0,1,RENT,4000.0,VENTURE,16.32,0.07,2.0,602,Yes,0
26.0,female,Master,60450.0,7,RENT,10000.0,VENTURE,13.11,0.17,3.0,591,Yes,0
24.0,female,High School,43742.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,13.49,0.23,3.0,596,Yes,0
26.0,female,Bachelor,177261.0,3,MORTGAGE,4100.0,HOMEIMPROVEMENT,6.92,0.02,3.0,616,Yes,0
31.0,male,Associate,56487.0,9,RENT,8875.0,MEDICAL,10.77,0.16,9.0,599,Yes,0
28.0,female,Doctorate,37961.0,5,RENT,6000.0,PERSONAL,9.32,0.16,8.0,678,No,0
30.0,female,Bachelor,90319.0,6,MORTGAGE,14000.0,VENTURE,13.92,0.16,10.0,705,No,0
39.0,male,Associate,29475.0,18,OWN,3000.0,HOMEIMPROVEMENT,7.74,0.1,11.0,659,Yes,0
26.0,male,Bachelor,66245.0,2,RENT,5000.0,EDUCATION,10.0,0.08,2.0,631,No,0
22.0,male,Associate,60871.0,0,MORTGAGE,6250.0,PERSONAL,7.88,0.1,2.0,615,Yes,0
33.0,female,Bachelor,45535.0,15,MORTGAGE,3000.0,EDUCATION,6.92,0.07,5.0,597,Yes,0
25.0,male,High School,74247.0,0,RENT,3600.0,PERSONAL,6.91,0.05,3.0,489,Yes,0
30.0,male,Master,144931.0,9,MORTGAGE,5000.0,DEBTCONSOLIDATION,10.38,0.03,9.0,644,Yes,0
25.0,male,High School,51659.0,3,RENT,8000.0,EDUCATION,11.0,0.15,4.0,620,Yes,0
28.0,female,Bachelor,94189.0,1,OWN,5250.0,MEDICAL,5.79,0.06,10.0,600,No,0
31.0,male,Bachelor,228855.0,11,OWN,15000.0,EDUCATION,6.03,0.07,8.0,701,Yes,0
38.0,male,High School,133310.0,18,MORTGAGE,16000.0,EDUCATION,11.99,0.12,16.0,683,Yes,0
31.0,female,Bachelor,81934.0,11,RENT,15000.0,EDUCATION,11.89,0.18,8.0,598,No,0
24.0,female,Bachelor,34092.0,1,MORTGAGE,10000.0,MEDICAL,10.86,0.29,2.0,646,Yes,0
46.0,female,Associate,53558.0,21,RENT,1661.0,EDUCATION,13.12,0.03,16.0,708,No,0
27.0,male,Bachelor,87722.0,3,MORTGAGE,6000.0,EDUCATION,5.42,0.07,10.0,503,No,0
47.0,female,Associate,63675.0,26,RENT,6000.0,MEDICAL,10.99,0.09,14.0,658,Yes,0
33.0,female,Bachelor,205019.0,12,OWN,21000.0,HOMEIMPROVEMENT,14.26,0.1,5.0,578,No,0
24.0,male,Master,33144.0,0,RENT,8000.0,VENTURE,8.9,0.24,4.0,585,Yes,0
22.0,male,Bachelor,133070.0,1,MORTGAGE,8000.0,DEBTCONSOLIDATION,13.85,0.06,2.0,657,Yes,0
24.0,female,Bachelor,137851.0,3,MORTGAGE,15000.0,DEBTCONSOLIDATION,9.76,0.11,3.0,645,No,0
25.0,male,Master,145354.0,4,RENT,12000.0,HOMEIMPROVEMENT,11.01,0.08,3.0,641,Yes,0
37.0,male,Associate,67051.0,14,OWN,24375.0,VENTURE,10.37,0.36,13.0,632,Yes,0
24.0,male,High School,136234.0,0,MORTGAGE,24000.0,PERSONAL,9.99,0.18,4.0,635,Yes,0
45.0,male,Associate,150821.0,26,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.03,0.08,14.0,712,No,0
24.0,female,Associate,57242.0,5,RENT,8000.0,EDUCATION,10.49,0.14,4.0,642,Yes,0
30.0,male,Master,133125.0,8,MORTGAGE,10000.0,VENTURE,10.65,0.08,8.0,686,Yes,0
24.0,female,Associate,57585.0,2,MORTGAGE,6000.0,HOMEIMPROVEMENT,7.66,0.1,3.0,573,Yes,0
24.0,male,High School,97044.0,1,MORTGAGE,5000.0,VENTURE,15.62,0.05,2.0,628,Yes,0
31.0,female,High School,48742.0,11,RENT,2000.0,MEDICAL,10.37,0.04,7.0,650,Yes,0
26.0,male,Master,101786.0,4,MORTGAGE,2150.0,HOMEIMPROVEMENT,13.47,0.02,2.0,610,Yes,0
30.0,female,Master,70412.0,5,MORTGAGE,6000.0,PERSONAL,11.01,0.09,10.0,607,Yes,0
33.0,male,Bachelor,144663.0,9,OWN,6000.0,EDUCATION,7.14,0.04,10.0,472,Yes,0
25.0,female,Associate,54915.0,2,RENT,2000.0,MEDICAL,8.3,0.04,4.0,676,Yes,0
23.0,male,Associate,90359.0,3,RENT,18500.0,EDUCATION,11.26,0.2,3.0,697,Yes,0
23.0,male,High School,157144.0,0,MORTGAGE,30000.0,VENTURE,11.11,0.19,4.0,615,Yes,0
22.0,female,Associate,39258.0,0,OWN,6600.0,EDUCATION,9.07,0.17,3.0,619,Yes,0
26.0,male,Associate,99670.0,3,RENT,18000.0,HOMEIMPROVEMENT,10.29,0.18,7.0,593,No,0
27.0,male,Bachelor,52568.0,0,RENT,8000.0,MEDICAL,12.68,0.15,6.0,651,Yes,0
33.0,male,Bachelor,44264.0,10,MORTGAGE,7800.0,PERSONAL,7.14,0.18,10.0,600,No,0
24.0,female,High School,22529.0,2,RENT,1200.0,EDUCATION,11.89,0.05,4.0,612,Yes,0
33.0,male,Associate,150666.0,11,OWN,3000.0,PERSONAL,7.75,0.02,8.0,567,Yes,0
24.0,female,Associate,109169.0,0,RENT,15000.0,DEBTCONSOLIDATION,7.9,0.14,2.0,620,No,0
23.0,male,Master,49063.0,0,RENT,9000.0,VENTURE,11.24,0.18,4.0,542,Yes,0
23.0,male,Master,42889.0,0,OWN,10000.0,MEDICAL,10.25,0.23,2.0,671,Yes,0
24.0,male,High School,63381.0,3,RENT,4286.0,EDUCATION,11.34,0.07,4.0,609,Yes,0
32.0,female,High School,55185.0,10,RENT,5600.0,EDUCATION,11.36,0.1,10.0,665,Yes,0
27.0,female,High School,51460.0,5,RENT,10000.0,EDUCATION,11.01,0.19,8.0,675,Yes,0
31.0,male,Bachelor,43170.0,9,RENT,3425.0,VENTURE,13.43,0.08,7.0,676,Yes,0
24.0,male,Bachelor,60721.0,0,MORTGAGE,7500.0,VENTURE,11.71,0.12,4.0,676,Yes,0
32.0,female,Bachelor,156982.0,8,MORTGAGE,7500.0,EDUCATION,7.29,0.05,6.0,664,No,0
26.0,female,Bachelor,46692.0,2,RENT,10000.0,PERSONAL,13.18,0.21,4.0,656,Yes,0
27.0,male,High School,46980.0,6,RENT,2400.0,MEDICAL,10.65,0.05,6.0,644,No,0
42.0,male,Bachelor,48949.0,20,RENT,5000.0,MEDICAL,6.17,0.1,12.0,743,No,0
24.0,male,Bachelor,44544.0,0,MORTGAGE,6400.0,EDUCATION,11.46,0.14,4.0,602,Yes,0
22.0,male,High School,93312.0,0,RENT,6800.0,EDUCATION,13.22,0.07,3.0,625,Yes,0
31.0,male,Bachelor,83070.0,9,MORTGAGE,15000.0,EDUCATION,11.74,0.18,6.0,665,No,0
24.0,male,Bachelor,66025.0,0,RENT,2400.0,PERSONAL,8.0,0.04,3.0,683,Yes,0
22.0,male,Master,178234.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,7.66,0.08,4.0,624,Yes,0
22.0,female,Bachelor,87358.0,0,RENT,5000.0,MEDICAL,11.49,0.06,3.0,534,Yes,0
25.0,female,Associate,124931.0,2,MORTGAGE,7500.0,PERSONAL,6.54,0.06,3.0,642,Yes,0
23.0,female,High School,150728.0,0,OTHER,7500.0,VENTURE,8.0,0.05,4.0,543,Yes,0
24.0,male,Associate,65604.0,2,MORTGAGE,8000.0,PERSONAL,10.99,0.12,3.0,646,No,0
24.0,female,Bachelor,75557.0,2,MORTGAGE,4000.0,PERSONAL,8.9,0.05,4.0,713,No,0
24.0,female,High School,46735.0,4,MORTGAGE,6208.0,MEDICAL,8.66,0.13,4.0,611,Yes,0
24.0,female,High School,72962.0,2,RENT,12000.0,EDUCATION,10.99,0.16,4.0,636,No,0
27.0,female,Master,106464.0,8,MORTGAGE,20000.0,DEBTCONSOLIDATION,12.84,0.19,10.0,720,No,0
26.0,male,Master,58666.0,4,RENT,13000.0,DEBTCONSOLIDATION,11.26,0.22,3.0,617,Yes,0
37.0,male,Doctorate,50008.0,15,OWN,4000.0,VENTURE,13.49,0.08,14.0,725,Yes,0
25.0,male,High School,151125.0,1,MORTGAGE,8000.0,EDUCATION,13.8,0.05,3.0,483,Yes,0
28.0,male,Associate,66582.0,5,MORTGAGE,20000.0,VENTURE,6.62,0.3,6.0,577,Yes,0
24.0,female,Associate,72833.0,2,RENT,7000.0,VENTURE,7.88,0.1,3.0,550,No,0
25.0,female,Associate,115618.0,5,RENT,12000.0,EDUCATION,11.23,0.1,4.0,665,Yes,0
26.0,male,High School,153415.0,1,MORTGAGE,4900.0,DEBTCONSOLIDATION,11.01,0.03,3.0,619,Yes,0
25.0,female,Bachelor,114254.0,7,MORTGAGE,20000.0,MEDICAL,11.01,0.18,4.0,716,No,0
23.0,male,Associate,92220.0,1,RENT,10000.0,EDUCATION,15.37,0.11,3.0,646,No,0
23.0,female,Bachelor,49113.0,5,RENT,2400.0,DEBTCONSOLIDATION,8.9,0.05,3.0,617,Yes,0
43.0,male,Doctorate,58727.0,23,RENT,5500.0,MEDICAL,12.61,0.09,17.0,756,No,0
23.0,female,High School,73078.0,0,RENT,3600.0,EDUCATION,9.99,0.05,2.0,656,Yes,0
28.0,female,Associate,100416.0,6,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.01,0.05,9.0,671,Yes,0
23.0,female,High School,241092.0,2,MORTGAGE,5000.0,EDUCATION,7.43,0.02,2.0,621,Yes,0
26.0,male,Master,360680.0,5,OWN,10000.0,HOMEIMPROVEMENT,10.38,0.03,4.0,649,No,0
22.0,male,Associate,42824.0,0,RENT,8000.0,DEBTCONSOLIDATION,14.27,0.19,3.0,647,Yes,0
27.0,female,Bachelor,73287.0,3,RENT,2400.0,MEDICAL,12.69,0.03,8.0,659,Yes,0
27.0,male,Associate,29631.0,4,RENT,7000.0,DEBTCONSOLIDATION,10.75,0.24,10.0,668,Yes,0
29.0,male,High School,85085.0,6,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.66,0.08,10.0,651,Yes,0
27.0,female,Bachelor,144944.0,7,RENT,11050.0,EDUCATION,12.69,0.08,6.0,546,Yes,0
38.0,male,High School,51307.0,14,OWN,5600.0,EDUCATION,9.99,0.11,14.0,541,Yes,0
32.0,male,Bachelor,140255.0,13,RENT,8715.0,VENTURE,11.02,0.06,7.0,584,Yes,0
26.0,female,High School,120818.0,5,MORTGAGE,15000.0,PERSONAL,13.99,0.12,4.0,600,Yes,0
22.0,female,Master,99790.0,4,MORTGAGE,20000.0,MEDICAL,10.52,0.2,3.0,556,Yes,0
24.0,male,Master,109152.0,1,MORTGAGE,35000.0,EDUCATION,12.68,0.32,2.0,627,Yes,0
35.0,female,Bachelor,65868.0,11,RENT,3000.0,DEBTCONSOLIDATION,12.61,0.05,6.0,576,Yes,0
28.0,male,Bachelor,58706.0,6,MORTGAGE,3000.0,VENTURE,11.99,0.05,6.0,658,No,0
25.0,female,Bachelor,193127.0,3,MORTGAGE,15016.0,PERSONAL,11.39,0.08,4.0,640,Yes,0
33.0,male,Associate,42957.0,9,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.99,0.23,5.0,682,No,0
21.0,male,High School,55080.0,0,MORTGAGE,10000.0,PERSONAL,7.51,0.18,2.0,652,Yes,0
29.0,male,Associate,66419.0,11,MORTGAGE,4275.0,PERSONAL,11.01,0.06,5.0,672,Yes,0
23.0,male,Bachelor,121040.0,3,MORTGAGE,8000.0,MEDICAL,11.49,0.07,4.0,667,Yes,0
25.0,female,Associate,37046.0,4,RENT,8000.0,MEDICAL,12.91,0.22,4.0,699,No,0
26.0,male,Bachelor,46918.0,1,MORTGAGE,3916.0,MEDICAL,8.59,0.08,3.0,660,No,0
35.0,male,Master,30867.0,13,RENT,6200.0,DEBTCONSOLIDATION,11.01,0.2,5.0,656,No,0
26.0,female,Bachelor,38438.0,1,RENT,5000.0,EDUCATION,8.63,0.13,2.0,684,Yes,0
30.0,female,High School,91126.0,8,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.43,0.08,11.0,679,No,0
24.0,male,Associate,171378.0,0,OWN,7500.0,VENTURE,7.88,0.04,2.0,637,No,0
21.0,male,Bachelor,54965.0,1,RENT,10000.0,VENTURE,6.62,0.18,4.0,658,Yes,0
23.0,female,Bachelor,54596.0,1,MORTGAGE,15000.0,VENTURE,12.26,0.27,3.0,714,Yes,0
32.0,male,Master,95044.0,10,RENT,13000.0,VENTURE,12.87,0.14,10.0,685,No,0
37.0,male,Master,62237.0,12,RENT,10000.0,PERSONAL,12.69,0.16,15.0,589,Yes,0
32.0,male,Bachelor,57554.0,10,OWN,6000.0,VENTURE,8.9,0.1,5.0,640,Yes,0
23.0,male,High School,136539.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.66,0.09,4.0,531,Yes,0
23.0,male,Associate,32210.0,4,RENT,6250.0,MEDICAL,9.84,0.19,3.0,617,No,0
39.0,female,Master,63705.0,19,RENT,5000.0,EDUCATION,11.01,0.08,17.0,693,Yes,0
24.0,male,High School,78966.0,0,MORTGAGE,10000.0,HOMEIMPROVEMENT,7.66,0.13,4.0,641,Yes,0
