Program Year,CE ID,CE Name,ESC Region,Review ID,Review Date,Finding Area,Question Number,"Question
(For more details, USDA provides information on the forms referenced in this column on their Website.)"
2015 - 2016,00349,YSLETA ISD,19,18325,10/13/2015,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00921,BUSHLAND ISD,16,18309,10/14/2015,100 - Certification and Benefit Issuance,138,"Did the SFA update the benefit issuance document(s) accurately and in a timely manner, including those students that are new, transferred, or withdrawn?  If NO, explain.  Record errors on the Eligibility Certification and Benefit Issuance Error Worksheet (SFA-1)."
2015 - 2016,00921,BUSHLAND ISD,16,18309,10/14/2015,100 - Certification and Benefit Issuance,107,When and how are households notified of students’ certified eligibility?  How are denied households notified?
2015 - 2016,00921,BUSHLAND ISD,16,18309,10/14/2015,100 - Certification and Benefit Issuance,111,Does the SFA use the direct certification notification letter provided by the State agency?
2015 - 2016,00921,BUSHLAND ISD,16,18309,10/14/2015,200 - Verification,213,"If applicable, did the SFA’s notice of adverse action contain all required information, including notification of appeal rights?  If NO, explain."
2015 - 2016,00921,BUSHLAND ISD,16,18309,10/14/2015,200 - Verification,209,Based on the review of verified applications:
2015 - 2016,00921,BUSHLAND ISD,16,18309,10/14/2015,200 - Verification,211,"Does the SFA’s verification notification letter include all required information?   If NO, explain."
2015 - 2016,00921,BUSHLAND ISD,16,18309,10/14/2015,200 - Verification,202,Who serves as the confirming official?   (Name and/or position title or software used is acceptable)
2015 - 2016,00921,BUSHLAND ISD,16,18309,10/14/2015,800 - Civil Rights,800,What is the non-discrimination statement that is used for appropriate Program materials (please provide exact language)?
2015 - 2016,00343,HARMONY PUBLIC SCHOOLS,19,13779,10/14/2015,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00343,HARMONY PUBLIC SCHOOLS,19,13779,10/14/2015,1400 - Food Safety,1403,"a. In the comments section, list the dates of the two (2) most recent food safety inspections."
2015 - 2016,00343,HARMONY PUBLIC SCHOOLS,19,13779,10/14/2015,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00582,HILLSBORO ISD,12,14005,10/14/2015,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01143,LASARA ISD,1,14552,10/14/2015,300 - Meal Counting and Claiming - Breakfast,325,"a. For the review period, complete S-1, 19."
2015 - 2016,01143,LASARA ISD,1,14552,10/14/2015,400 - Meal Components and Quantities - Breakfast,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,01161,STOCKDALE ISD,20,14569,10/14/2015,100 - Certification and Benefit Issuance,,
2015 - 2016,01161,STOCKDALE ISD,20,14569,10/14/2015,100 - Certification and Benefit Issuance,130,"Is household notification of denied benefits consistent with FNS requirements?   If NO, explain."
2015 - 2016,01161,STOCKDALE ISD,20,14569,10/14/2015,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00419,WAELDER ISD,13,13854,10/14/2015,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00419,WAELDER ISD,13,13854,10/14/2015,800 - Civil Rights,801,Does the School Food Authority have a Public Release?
2015 - 2016,00580,BYNUM ISD,12,18280,10/15/2015,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00580,BYNUM ISD,12,18280,10/15/2015,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00580,BYNUM ISD,12,18280,10/15/2015,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00920,HIGHLAND PARK ISD,16,14339,10/15/2015,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00920,HIGHLAND PARK ISD,16,14339,10/15/2015,100 - Certification and Benefit Issuance,137,"Did the SFA accurately transfer the correct benefit from the eligibility determination document to the Point of Service benefit issuance document?  If NO, explain.  Record errors on the SFA-1."
2015 - 2016,00920,HIGHLAND PARK ISD,16,14339,10/15/2015,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00920,HIGHLAND PARK ISD,16,14339,10/15/2015,100 - Certification and Benefit Issuance,138,"Did the SFA update the benefit issuance document(s) accurately and in a timely manner, including those students that are new, transferred, or withdrawn?  If NO, explain.  Record errors on the Eligibility Certification and Benefit Issuance Error Worksheet (SFA-1)."
2015 - 2016,00920,HIGHLAND PARK ISD,16,14339,10/15/2015,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00920,HIGHLAND PARK ISD,16,14339,10/15/2015,200 - Verification,211,"Does the SFA’s verification notification letter include all required information?   If NO, explain."
2015 - 2016,00920,HIGHLAND PARK ISD,16,14339,10/15/2015,200 - Verification,209,Based on the review of verified applications:
2015 - 2016,00920,HIGHLAND PARK ISD,16,14339,10/15/2015,200 - Verification,213,"If applicable, did the SFA’s notice of adverse action contain all required information, including notification of appeal rights?  If NO, explain."
2015 - 2016,00920,HIGHLAND PARK ISD,16,14339,10/15/2015,800 - Civil Rights,800,What is the non-discrimination statement that is used for appropriate Program materials (please provide exact language)?
2015 - 2016,00869,CORPUS CHRISTI ISD,2,14289,10/20/2015,100 - Certification and Benefit Issuance,105,How long does the application's approval take from the date the SFA receives the application from the household?
2015 - 2016,00869,CORPUS CHRISTI ISD,2,14289,10/20/2015,200 - Verification,,b. Do the verified applications on file match the number reported on the most recent FNS-742 as reviewed in Question 200 of the Off-site Assessment Tool? Record any discrepancies in the comments section.
2015 - 2016,00869,CORPUS CHRISTI ISD,2,14289,10/20/2015,400 - Meal Components and Quantities - Lunch,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00869,CORPUS CHRISTI ISD,2,14289,10/20/2015,400 - Meal Components and Quantities - Lunch,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,01227,ST MATTHEW CATHOLIC SCHOOL,20,14620,10/20/2015,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01227,ST MATTHEW CATHOLIC SCHOOL,20,14620,10/20/2015,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,01227,ST MATTHEW CATHOLIC SCHOOL,20,14620,10/20/2015,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,01227,ST MATTHEW CATHOLIC SCHOOL,20,14620,10/20/2015,400 - Meal Components and Quantities - Breakfast,404,"Is there signage explaining what constitutes a reimbursable breakfast to students?  If NO, explain and list the technical assistance provided."
2015 - 2016,01227,ST MATTHEW CATHOLIC SCHOOL,20,14620,10/20/2015,400 - Meal Components and Quantities - Breakfast,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00578,VALLEY VIEW ISD-PHARR,1,14001,10/20/2015,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00578,VALLEY VIEW ISD-PHARR,1,14001,10/20/2015,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00028,BRAZOS ISD,6,18205,10/21/2015,100 - Certification and Benefit Issuance,138,"Did the SFA update the benefit issuance document(s) accurately and in a timely manner, including those students that are new, transferred, or withdrawn?  If NO, explain.  Record errors on the Eligibility Certification and Benefit Issuance Error Worksheet (SFA-1)."
2015 - 2016,00028,BRAZOS ISD,6,18205,10/21/2015,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00028,BRAZOS ISD,6,18205,10/21/2015,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00028,BRAZOS ISD,6,18205,10/21/2015,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
